item_id,location_id,item_name,meal_period,item_description,generated_tags,all_tags,loc_name,campus,location,hours,cuisine,loc_description,tags,document
334,14,Gyro,"lunch, dinner",Gyro with choice of two sides,"lunch,dinner,comfort_food","comfort_food, dinner, lunch",Farmstead,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),healthy,"Your favorite classic dishes just got a fresh, sustainable and healthier upgrade. Head to  Farmstead for a meal that satisfies your tastes and your conscience. Following the Farm to Fork philosophy, this venue specializes in cooking up great meals using the finest ingredientsï¿½sourced from local suppliers whenever possible.","healthy,sustainable,lunch,dinner,fresh","Gyro. Available at Farmstead (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Gyro with choice of two sides. Item tags: comfort_food, dinner, lunch. Venue tags: healthy,sustainable,lunch,dinner,fresh. "
335,14,Smoked Beef Brisket,"lunch, dinner",Smoked Beef Brisket with choice of two sides,"dinner,comfort_food","comfort_food, dinner",Farmstead,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),healthy,"Your favorite classic dishes just got a fresh, sustainable and healthier upgrade. Head to  Farmstead for a meal that satisfies your tastes and your conscience. Following the Farm to Fork philosophy, this venue specializes in cooking up great meals using the finest ingredientsï¿½sourced from local suppliers whenever possible.","healthy,sustainable,lunch,dinner,fresh","Smoked Beef Brisket. Available at Farmstead (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Smoked Beef Brisket with choice of two sides. Item tags: comfort_food, dinner. Venue tags: healthy,sustainable,lunch,dinner,fresh. "
336,14,Roasted Turkey,"lunch, dinner",Roasted Turkey with choice of two sides,"dinner,comfort_food","comfort_food, dinner",Farmstead,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),healthy,"Your favorite classic dishes just got a fresh, sustainable and healthier upgrade. Head to  Farmstead for a meal that satisfies your tastes and your conscience. Following the Farm to Fork philosophy, this venue specializes in cooking up great meals using the finest ingredientsï¿½sourced from local suppliers whenever possible.","healthy,sustainable,lunch,dinner,fresh","Roasted Turkey. Available at Farmstead (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Roasted Turkey with choice of two sides. Item tags: comfort_food, dinner. Venue tags: healthy,sustainable,lunch,dinner,fresh. "
337,14,Sides,"lunch, dinner","Options of brown rice, white rice, cauliflower, brussel sprouts, chickpeas salad, cilantro hummus with pita, green beans, kale salad, mac and cheese, roasted vegetables, orzo salad, quinoa salad, roasted potato, hummus spicy with pita, stuffed grape leaves, roasted sweet potatoes, sweet potato, beet salad, cauliflower salad, grape leafs, mixed vegetables, spicy hummus with pita, sweet potato salad, potato au gratin","vegetarian,healthy,dinner,lunch","dinner, healthy, lunch, vegetarian",Farmstead,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),healthy,"Your favorite classic dishes just got a fresh, sustainable and healthier upgrade. Head to  Farmstead for a meal that satisfies your tastes and your conscience. Following the Farm to Fork philosophy, this venue specializes in cooking up great meals using the finest ingredientsï¿½sourced from local suppliers whenever possible.","healthy,sustainable,lunch,dinner,fresh","Sides. Available at Farmstead (healthy cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Options of brown rice, white rice, cauliflower, brussel sprouts, chickpeas salad, cilantro hummus with pita, green beans, kale salad, mac and cheese, roasted vegetables, orzo salad, quinoa salad, roasted potato, hummus spicy with pita, stuffed grape leaves, roasted sweet potatoes, sweet potato, beet salad, cauliflower salad, grape leafs, mixed vegetables, spicy hummus with pita, sweet potato salad, potato au gratin. Item tags: dinner, healthy, lunch, vegetarian. Venue tags: healthy,sustainable,lunch,dinner,fresh. "
338,15,Beef Brisket Sandwich Combo,"lunch, dinner",Beef Brisket Sandwich with side of succotash,"dinner,comfort_food,lunch","comfort_food, dinner, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Beef Brisket Sandwich Combo. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Beef Brisket Sandwich with side of succotash. Item tags: comfort_food, dinner, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
339,15,Sauteed Catfish Combo,"lunch, dinner","Sauteed Catfish with diced potatoes, bacon colalrd greens and hushpuppies","dinner,comfort_food,fried","comfort_food, dinner, fried",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Sauteed Catfish Combo. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Sauteed Catfish with diced potatoes, bacon colalrd greens and hushpuppies. Item tags: comfort_food, dinner, fried. Venue tags: breakfast,lunch,dinner,southern,protein. "
340,15,Vegetarian Omelet Combo,breakfast,"mushrooms, peppers, onions, arugula, goat cheese and vegetatian sausage with a side of wheat toast and fruit","vegetarian,comfort_food,breakfast,dairy,gluten,healthy","breakfast, comfort_food, dairy, gluten, healthy, vegetarian",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Vegetarian Omelet Combo. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. mushrooms, peppers, onions, arugula, goat cheese and vegetatian sausage with a side of wheat toast and fruit. Item tags: breakfast, comfort_food, dairy, gluten, healthy, vegetarian. Venue tags: breakfast,lunch,dinner,southern,protein. "
341,15,Pulled Pork Sandwich,"lunch, dinner","NC style bbq, coleslaw, vinegar or sweet smoky bbq sauce","comfort_food,dinner,lunch","comfort_food, dinner, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Pulled Pork Sandwich. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. NC style bbq, coleslaw, vinegar or sweet smoky bbq sauce. Item tags: comfort_food, dinner, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
342,15,Shrimp Po Boy,"lunch, dinner","Fried shrimp dressed with lettuce, tomato, pickles and mayo","fried,comfort_food,lunch,dinner","comfort_food, dinner, fried, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Shrimp Po Boy. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Fried shrimp dressed with lettuce, tomato, pickles and mayo. Item tags: comfort_food, dinner, fried, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
343,15,Big Country Fried Chicken Sandwich,"lunch, dinner","Fried chicken breast, mayo, and pickles. Choice of one side","fried,comfort_food,lunch,dinner","comfort_food, dinner, fried, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Big Country Fried Chicken Sandwich. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Fried chicken breast, mayo, and pickles. Choice of one side. Item tags: comfort_food, dinner, fried, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
344,15,BLT,"lunch, dinner","2 over easy eggs, bacon, lettuce, tomato, and mayo with choice of one side","breakfast,lunch,comfort_food","breakfast, comfort_food, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","BLT. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. 2 over easy eggs, bacon, lettuce, tomato, and mayo with choice of one side. Item tags: breakfast, comfort_food, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
345,15,Smoked Beef Brisket Sandwich,"lunch, dinner",Smoked for 12 hours southern style with sweet smoky sauce with one side,"comfort_food,dinner,lunch","comfort_food, dinner, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Smoked Beef Brisket Sandwich. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Smoked for 12 hours southern style with sweet smoky sauce with one side. Item tags: comfort_food, dinner, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
346,15,3 sides platter,"lunch, dinner",choice of 3 sides,"comfort_food,dinner,lunch","comfort_food, dinner, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","3 sides platter. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. choice of 3 sides. Item tags: comfort_food, dinner, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
347,15,Fried Chicken Tenders,"lunch, dinner","Fried Chicken southern style with choice of two sides, sauce and choice of biscuit or hush puppies","fried,comfort_food,dinner,lunch","comfort_food, dinner, fried, lunch",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Fried Chicken Tenders. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Fried Chicken southern style with choice of two sides, sauce and choice of biscuit or hush puppies. Item tags: comfort_food, dinner, fried, lunch. Venue tags: breakfast,lunch,dinner,southern,protein. "
348,15,Traditional NC style BBQ,"lunch, dinner",Traditional NC style BBQ with choice of 2 sides and hush puppies,"comfort_food,dinner","comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Traditional NC style BBQ. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Traditional NC style BBQ with choice of 2 sides and hush puppies. Item tags: comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
349,15,Homestyle Meatloaf,"lunch, dinner",Homestyle Meatloaf with choice of 2 sides and hush puppies,"comfort_food,dinner","comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Homestyle Meatloaf. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Homestyle Meatloaf with choice of 2 sides and hush puppies. Item tags: comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
350,15,Pulled Pork and Tenders,"lunch, dinner",Pulled boston butt with choice of 2 sides and hush puppies,"comfort_food,dinner","comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Pulled Pork and Tenders. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Pulled boston butt with choice of 2 sides and hush puppies. Item tags: comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
351,15,Catfish Platter,"lunch, dinner","Choice of blackened, sauteed, or  breaded. Served with remoulade. Comes with choice of 2 sides. Serve with tarter sauce","dinner,fried,comfort_food","comfort_food, dinner, fried",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Catfish Platter. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Choice of blackened, sauteed, or  breaded. Served with remoulade. Comes with choice of 2 sides. Serve with tarter sauce. Item tags: comfort_food, dinner, fried. Venue tags: breakfast,lunch,dinner,southern,protein. "
352,15,Smoked Beef Brisket,"lunch, dinner",Smoked for 12 hours southern style with sweet smoky sauce with choice of 2 sides and 2 hushpuppies,"dinner,comfort_food","comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Smoked Beef Brisket. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Smoked for 12 hours southern style with sweet smoky sauce with choice of 2 sides and 2 hushpuppies. Item tags: comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
353,15,Fried Chicken,"lunch, dinner",2 or 3 pieces with choice of 2 sides and choice of biscuit or hushpuppies,"comfort_food,fried,dinner","comfort_food, dinner, fried",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Fried Chicken. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. 2 or 3 pieces with choice of 2 sides and choice of biscuit or hushpuppies. Item tags: comfort_food, dinner, fried. Venue tags: breakfast,lunch,dinner,southern,protein. "
354,15,Shrimp and Grits,"lunch, dinner","Grits topped with bacons, onions, tomato and mushrooms","comfort_food,dinner","comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Shrimp and Grits. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Grits topped with bacons, onions, tomato and mushrooms. Item tags: comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
355,15,Sides,"lunch, dinner","Options ofbanana, orange, apple, fruit salad, bacon collard greens, country green beans, mashed potatoes, pinto beans, succotash, vanilla greek yogurt, watermelon salad, griddled squash and onions, cole slaw, mixed fruit, seasoned diced potato, mac and cheese, sourdough or wheat toast, brioche roll, biscuit plain, 2 eggs any style","vegetarian,gluten,comfort_food,breakfast","breakfast, comfort_food, gluten, vegetarian",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Sides. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: lunch, dinner. Options ofbanana, orange, apple, fruit salad, bacon collard greens, country green beans, mashed potatoes, pinto beans, succotash, vanilla greek yogurt, watermelon salad, griddled squash and onions, cole slaw, mixed fruit, seasoned diced potato, mac and cheese, sourdough or wheat toast, brioche roll, biscuit plain, 2 eggs any style. Item tags: breakfast, comfort_food, gluten, vegetarian. Venue tags: breakfast,lunch,dinner,southern,protein. "
356,15,French Toast,breakfast,"3 slices of sourdouch bread, powdered sugar, berries, maple syrup, and one side","breakfast,comfort_food","breakfast, comfort_food",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","French Toast. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. 3 slices of sourdouch bread, powdered sugar, berries, maple syrup, and one side. Item tags: breakfast, comfort_food. Venue tags: breakfast,lunch,dinner,southern,protein. "
357,15,Fast lane Blue Plate Eggs Your Way,breakfast,Two Eggs your way with two sides and biscuit or toast,"breakfast,dinner,comfort_food","breakfast, comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Fast lane Blue Plate Eggs Your Way. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. Two Eggs your way with two sides and biscuit or toast. Item tags: breakfast, comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
358,15,Build Your Own Omelet,breakfast,Build Your Own Omelet with one side and choice of toast,"breakfast,comfort_food","breakfast, comfort_food",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Build Your Own Omelet. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. Build Your Own Omelet with one side and choice of toast. Item tags: breakfast, comfort_food. Venue tags: breakfast,lunch,dinner,southern,protein. "
359,15,Biscuits and Gravy,breakfast,"Two biscuits, thyme, sausage and gravy with one side","comfort_food,breakfast,dinner","breakfast, comfort_food, dinner",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Biscuits and Gravy. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. Two biscuits, thyme, sausage and gravy with one side. Item tags: breakfast, comfort_food, dinner. Venue tags: breakfast,lunch,dinner,southern,protein. "
360,15,Chicken and Waffles,breakfast,Served with honey drizzle and a breakfast side,"comfort_food,breakfast","breakfast, comfort_food",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Chicken and Waffles. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. Served with honey drizzle and a breakfast side. Item tags: breakfast, comfort_food. Venue tags: breakfast,lunch,dinner,southern,protein. "
361,15,Pancake Breakfast,breakfast,Served with 2 scrambled eggs and choice of ham/sausage/bacn/vegetable sausage/turkey sausage,"breakfast,comfort_food","breakfast, comfort_food",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Pancake Breakfast. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. Served with 2 scrambled eggs and choice of ham/sausage/bacn/vegetable sausage/turkey sausage. Item tags: breakfast, comfort_food. Venue tags: breakfast,lunch,dinner,southern,protein. "
362,15,Biscuit,breakfast,"Options include plain, with egg and cheese, with protein, with egg cheese and protein","breakfast,comfort_food","breakfast, comfort_food",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Biscuit. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: breakfast. Options include plain, with egg and cheese, with protein, with egg cheese and protein. Item tags: breakfast, comfort_food. Venue tags: breakfast,lunch,dinner,southern,protein. "
363,15,Apple Cobbler,dessert,Apple Cobbler,"dessert,comfort_food","comfort_food, dessert",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Apple Cobbler. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: dessert. Apple Cobbler. Item tags: comfort_food, dessert. Venue tags: breakfast,lunch,dinner,southern,protein. "
364,15,Banana Pudding,dessert,Banana Pudding,"dessert,comfort_food","comfort_food, dessert",The Skillet,West Campus,Broadhead Center,7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun),southern,Upscale Southern cuisine celebrating a rich tradition of home-style cooking with the best fried chicken and biscuits with breakfast served all day!,"breakfast,lunch,dinner,southern,protein","Banana Pudding. Available at The Skillet (southern cuisine) in Broadhead Center on West Campus campus. Hours: 7 am - 9 pm (mon - fri); 8 am - 9 pm (sat - sun). Served during: dessert. Banana Pudding. Item tags: comfort_food, dessert. Venue tags: breakfast,lunch,dinner,southern,protein. "
365,16,Cheese Pizza,"lunch, dinner",Cheese Pizza,"dairy,comfort_food,dinner","comfort_food, dairy, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Cheese Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Cheese Pizza. Item tags: comfort_food, dairy, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
366,16,Meat Pizza,"lunch, dinner",Choice of buffalo chicken or pepperoni,"dinner,comfort_food","comfort_food, dinner",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Meat Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Choice of buffalo chicken or pepperoni. Item tags: comfort_food, dinner. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
367,16,Stinger Pizza,"lunch, dinner","Pepperoni, Bacon, Jalapenos, grated romano, mozzarella, hot honey, and red sauce base","dinner,comfort_food,spicy","comfort_food, dinner, spicy",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Stinger Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Pepperoni, Bacon, Jalapenos, grated romano, mozzarella, hot honey, and red sauce base. Item tags: comfort_food, dinner, spicy. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
368,16,Chicken Pesto Pizza,"lunch, dinner","Chicken, roasted red peppers, red onion, ricotta, basil pesto","dinner,comfort_food,gluten","comfort_food, dinner, gluten",Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Chicken Pesto Pizza. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Chicken, roasted red peppers, red onion, ricotta, basil pesto. Item tags: comfort_food, dinner, gluten. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
369,16,Breadstick,"lunch, dinner",Breadstick,comfort_food,comfort_food,Il Forno,West Campus,Broadhead Center,11 am - 9 pm (mon - sun),italian,"Specializes in authentic pastas, fresh salads and soup, and specialty pizzas made with our hand crafted dough, Neapolitan tomatoes, and top-quality mozzarella.","italian,pasta,pizza,salad,lunch,dinner","Breadstick. Available at Il Forno (italian cuisine) in Broadhead Center on West Campus campus. Hours: 11 am - 9 pm (mon - sun). Served during: lunch, dinner. Breadstick. Item tags: comfort_food. Venue tags: italian,pasta,pizza,salad,lunch,dinner. "
